Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
780,Trinidad and Tobago,2019,Imports CIF (millions of US dollars),S,,1951,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2020,Imports CIF (millions of US dollars),S,,1076,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,1995,Exports FOB (millions of US dollars),S,,2007,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2005,Exports FOB (millions of US dollars),S,,9611,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2010,Exports FOB (millions of US dollars),S,,10982,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2015,Exports FOB (millions of US dollars),S,,10756,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2018,Exports FOB (millions of US dollars),S,,10454,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2019,Exports FOB (millions of US dollars),S,,12336,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2020,Exports FOB (millions of US dollars),S,,14561,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,1995,Balance imports/exports (millions of US dollars),S,,622,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2005,Balance imports/exports (millions of US dollars),S,,3918,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2010,Balance imports/exports (millions of US dollars),S,,4502,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2015,Balance imports/exports (millions of US dollars),S,,1458,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2018,Balance imports/exports (millions of US dollars),S,,6914,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2019,Balance imports/exports (millions of US dollars),S,,10385,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2020,Balance imports/exports (millions of US dollars),S,,13485,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,1995,Imports CIF (millions of US dollars),G,,7903,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2005,Imports CIF (millions of US dollars),G,,13174,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2010,Imports CIF (millions of US dollars),G,,22215,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2015,Imports CIF (millions of US dollars),G,,20223,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2018,Imports CIF (millions of US dollars),G,,22695,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2019,Imports CIF (millions of US dollars),G,,21574,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2020,Imports CIF (millions of US dollars),G,,18392,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,1995,Exports FOB (millions of US dollars),G,,5475,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2005,Exports FOB (millions of US dollars),G,,10494,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2010,Exports FOB (millions of US dollars),G,,16427,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2015,Exports FOB (millions of US dollars),G,,14073,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2018,Exports FOB (millions of US dollars),G,,15521,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2019,Exports FOB (millions of US dollars),G,,14944,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2020,Exports FOB (millions of US dollars),G,,13854,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,1995,Balance imports/exports (millions of US dollars),G,,-2428,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2005,Balance imports/exports (millions of US dollars),G,,-2681,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2010,Balance imports/exports (millions of US dollars),G,,-5789,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2015,Balance imports/exports (millions of US dollars),G,,-6149,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2018,Balance imports/exports (millions of US dollars),G,,-7173,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2019,Balance imports/exports (millions of US dollars),G,,-6630,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
788,Tunisia,2020,Balance imports/exports (millions of US dollars),G,,-4538,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,1995,Imports CIF (millions of US dollars),S,,35707,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2005,Imports CIF (millions of US dollars),S,,116774,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2010,Imports CIF (millions of US dollars),S,,185544,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2015,Imports CIF (millions of US dollars),S,,207207,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2018,Imports CIF (millions of US dollars),S,,231152,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2019,Imports CIF (millions of US dollars),S,,210345,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2020,Imports CIF (millions of US dollars),S,,219514,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,1995,Exports FOB (millions of US dollars),S,,21599,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2005,Exports FOB (millions of US dollars),S,,73476,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2010,Exports FOB (millions of US dollars),S,,113883,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2015,Exports FOB (millions of US dollars),S,,143850,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2018,Exports FOB (millions of US dollars),S,,177169,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2019,Exports FOB (millions of US dollars),S,,180833,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2020,Exports FOB (millions of US dollars),S,,169658,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,1995,Balance imports/exports (millions of US dollars),S,,-14109,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2005,Balance imports/exports (millions of US dollars),S,,-43298,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2010,Balance imports/exports (millions of US dollars),S,,-71661,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2015,Balance imports/exports (millions of US dollars),S,,-63356,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2018,Balance imports/exports (millions of US dollars),S,,-53984,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2019,Balance imports/exports (millions of US dollars),S,,-29512,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
792,Turkey,2020,Balance imports/exports (millions of US dollars),S,,-49856,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,1995,Imports CIF (millions of US dollars),G,,1364,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2005,Imports CIF (millions of US dollars),G,,2217,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2010,Imports CIF (millions of US dollars),G,,2400,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2015,Imports CIF (millions of US dollars),G,,2596,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2018,Imports CIF (millions of US dollars),G,,2721,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2019,Imports CIF (millions of US dollars),G,,2764,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
795,Turkmenistan,2020,Imports CIF (millions of US dollars),G,,2808,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
