Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source,,
508,Mozambique,2017,Tourism expenditure (millions of US dollars),,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
508,Mozambique,2018,Tourism expenditure (millions of US dollars),,,331,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
508,Mozambique,2019,Tourism expenditure (millions of US dollars),,,324,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,1995,Tourist/visitor arrivals (thousands),TF,,194,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2005,Tourist/visitor arrivals (thousands),TF,,660,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2010,Tourist/visitor arrivals (thousands),TF,,792,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2017,Tourist/visitor arrivals (thousands),TF,,3443,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2018,Tourist/visitor arrivals (thousands),TF,,3551,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2019,Tourist/visitor arrivals (thousands),TF,,4364,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,1995,Tourism expenditure (millions of US dollars),,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2005,Tourism expenditure (millions of US dollars),,,83,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2010,Tourism expenditure (millions of US dollars),,,91,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2017,Tourism expenditure (millions of US dollars),,,1988,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2018,Tourism expenditure (millions of US dollars),,,1670,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
104,Myanmar,2019,Tourism expenditure (millions of US dollars),,,2501,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,1995,Tourist/visitor arrivals (thousands),TF,,272,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2005,Tourist/visitor arrivals (thousands),TF,,778,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2010,Tourist/visitor arrivals (thousands),TF,,984,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2017,Tourist/visitor arrivals (thousands),TF,,1499,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2018,Tourist/visitor arrivals (thousands),TF,,1557,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2019,Tourist/visitor arrivals (thousands),TF,,1596,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2005,Tourism expenditure (millions of US dollars),,,362,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2010,Tourism expenditure (millions of US dollars),,,471,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2017,Tourism expenditure (millions of US dollars),,,449,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2018,Tourism expenditure (millions of US dollars),,,488,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
516,Namibia,2019,Tourism expenditure (millions of US dollars),,,451,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
520,Nauru,2010,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
520,Nauru,2017,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
520,Nauru,2018,Tourism expenditure (millions of US dollars),,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,1995,Tourist/visitor arrivals (thousands),TF,,363,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2005,Tourist/visitor arrivals (thousands),TF,,375,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2010,Tourist/visitor arrivals (thousands),TF,,603,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2017,Tourist/visitor arrivals (thousands),TF,,940,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2018,Tourist/visitor arrivals (thousands),TF,,1173,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2019,Tourist/visitor arrivals (thousands),TF,,1197,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,1995,Tourism expenditure (millions of US dollars),,,232,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2005,Tourism expenditure (millions of US dollars),,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2010,Tourism expenditure (millions of US dollars),,,378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2017,Tourism expenditure (millions of US dollars),,,712,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2018,Tourism expenditure (millions of US dollars),,,744,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
524,Nepal,2019,Tourism expenditure (millions of US dollars),,,825,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,1995,Tourist/visitor arrivals (thousands),TCE,,6574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2005,Tourist/visitor arrivals (thousands),TCE,,10012,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2010,Tourist/visitor arrivals (thousands),TCE,,10883,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2017,Tourist/visitor arrivals (thousands),TCE,,17924,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2018,Tourist/visitor arrivals (thousands),TCE,,18780,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,1995,Tourism expenditure (millions of US dollars),,,10611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2017,Tourism expenditure (millions of US dollars),,,23414,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
528,Netherlands,2018,Tourism expenditure (millions of US dollars),,,25850,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,1995,Tourist/visitor arrivals (thousands),TF,,86,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2005,Tourist/visitor arrivals (thousands),TF,,101,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2010,Tourist/visitor arrivals (thousands),TF,,99,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2017,Tourist/visitor arrivals (thousands),TF,,121,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2018,Tourist/visitor arrivals (thousands),TF,,120,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2019,Tourist/visitor arrivals (thousands),TF,,130,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,1995,Tourism expenditure (millions of US dollars),,,108,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2005,Tourism expenditure (millions of US dollars),,,149,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
540,New Caledonia,2010,Tourism expenditure (millions of US dollars),,,129,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2005,Tourist/visitor arrivals (thousands),TF,,2353,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2010,Tourist/visitor arrivals (thousands),TF,,2435,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2017,Tourist/visitor arrivals (thousands),TF,,3555,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2018,Tourist/visitor arrivals (thousands),TF,,3686,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,1995,Tourism expenditure (millions of US dollars),,,2318,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2005,Tourism expenditure (millions of US dollars),,,6486,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2010,Tourism expenditure (millions of US dollars),,,6523,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2017,Tourism expenditure (millions of US dollars),,,10594,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2018,Tourism expenditure (millions of US dollars),,,10961,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
554,New Zealand,2019,Tourism expenditure (millions of US dollars),,,10689,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,1995,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2005,Tourist/visitor arrivals (thousands),TF,,712,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2010,Tourist/visitor arrivals (thousands),TF,,1011,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2017,Tourist/visitor arrivals (thousands),TF,,1787,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2018,Tourist/visitor arrivals (thousands),TF,,1256,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2019,Tourist/visitor arrivals (thousands),TF,,1295,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,1995,Tourism expenditure (millions of US dollars),,,50,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
558,Nicaragua,2005,Tourism expenditure (millions of US dollars),,,206,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
