Region/Country/Area,,Year,Series,Value,Footnotes,Source,
716,Zimbabwe,2017,Net official development assistance received: Bilateral  (millions of US dollars),519,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2018,Net official development assistance received: Bilateral  (millions of US dollars),481,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2019,Net official development assistance received: Bilateral  (millions of US dollars),541,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1985,Net official development assistance received: Multilateral (millions of US dollars),18,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1995,Net official development assistance received: Multilateral (millions of US dollars),53,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2005,Net official development assistance received: Multilateral (millions of US dollars),211,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2010,Net official development assistance received: Multilateral (millions of US dollars),234,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2015,Net official development assistance received: Multilateral (millions of US dollars),281,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2017,Net official development assistance received: Multilateral (millions of US dollars),207,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2018,Net official development assistance received: Multilateral (millions of US dollars),314,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2019,Net official development assistance received: Multilateral (millions of US dollars),303,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1985,Net official development assistance received: Total (millions of US dollars),235,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1995,Net official development assistance received: Total (millions of US dollars),492,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2005,Net official development assistance received: Total (millions of US dollars),373,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2010,Net official development assistance received: Total (millions of US dollars),713,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2015,Net official development assistance received: Total (millions of US dollars),788,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2017,Net official development assistance received: Total (millions of US dollars),726,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2018,Net official development assistance received: Total (millions of US dollars),795,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2019,Net official development assistance received: Total (millions of US dollars),844,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1985,Net official development assistance received: Total (as % GNI),4.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1995,Net official development assistance received: Total (as % GNI),7.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2005,Net official development assistance received: Total (as % GNI),6.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2010,Net official development assistance received: Total (as % GNI),6.7,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2015,Net official development assistance received: Total (as % GNI),4.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2017,Net official development assistance received: Total (as % GNI),3.6,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2018,Net official development assistance received: Total (as % GNI),3.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2019,Net official development assistance received: Total (as % GNI),4.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
