Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
760,Syrian Arab Republic,2015,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,338,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
760,Syrian Arab Republic,2017,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,434,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
760,Syrian Arab Republic,2018,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,434,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
760,Syrian Arab Republic,2019,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,700,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
760,Syrian Arab Republic,2020,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,1250,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,1995,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,0.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2005,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,3.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2010,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,4.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2015,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2017,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,8.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2018,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,9.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2019,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,9.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2020,Exchange rates: end of period (national currency per US dollar),Somoni (TJS),,11.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,1995,Exchange rates: period average (national currency per US dollar),,,0.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2005,Exchange rates: period average (national currency per US dollar),,,3.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2010,Exchange rates: period average (national currency per US dollar),,,4.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2015,Exchange rates: period average (national currency per US dollar),,,6.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
762,Tajikistan,2017,Exchange rates: period average (national currency per US dollar),,,8.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
